cliente_id,churn,idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma
196,1,44,Feminino,Nordeste,Mensal,Débito Automático,Padrão,44.9,11,11,0,1,45,30.0,TV,Filmes,2.5,4.0,4.0
197,0,41,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Básico,18.9,11,17,0,3,8,39.8,Tablet,Filmes,,,
198,1,78,Feminino,Norte,Mensal,Boleto,Básico,20.9,2,4,0,0,9,15.6,Tablet,Filmes,,2.0,
199,0,33,Feminino,Sudeste,Mensal,Boleto,Premium,59.9,7,2,0,7,36,29.4,TV,Esportes,,3.5,
200,1,27,Outros,Sudeste,Mensal,Débito Automático,Básico,20.9,17,10,0,0,14,19.3,TV,Esportes,4.5,3.5,2.5
201,0,43,Feminino,Sul,Mensal,Crédito Recorrente,Padrão,44.9,24,4,0,2,16,38.5,Mobile,Filmes,3.5,3.5,
202,1,30,Feminino,Norte,Mensal,Cartão de Crédito,Básico,20.9,15,3,0,7,58,58.4,Mobile,Filmes,,,
203,0,27,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,12,6,0,1,57,32.6,Tablet,Novelas,2.0,,3.5
204,1,38,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,20.9,15,3,0,2,21,19.6,Mobile,Documentários,3.5,4.0,3.5
205,0,38,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,29,3,0,1,46,37.9,TV,Filmes,3.0,4.0,
206,0,24,,Sul,Mensal,Débito Automático,Padrão,44.9,0,10,0,0,31,18.4,Mobile,Séries,,4.5,3.5
207,0,69,Masculino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,2,2,0,1,19,43.7,Mobile,Esportes,5.0,3.5,3.5
208,0,44,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Premium,59.9,34,6,0,0,2,23.6,Tablet,Séries,,3.5,3.0
209,0,41,Feminino,Nordeste,Mensal,Pix,Padrão,44.9,33,7,0,0,20,27.5,Mobile,Séries,4.5,2.0,
210,0,36,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,4,1,0,3,22,17.5,TV,Esportes,,3.0,
211,0,33,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,16,3,0,4,31,27.5,TV,Séries,,,4.0
212,1,76,,Sudeste,Anual,Crédito Recorrente,Premium,48.9,7,7,0,2,66,42.5,TV,Documentários,4.5,3.5,4.0
213,0,39,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,2,11,0,0,51,41.8,Mobile,Séries,3.5,,
214,0,35,Masculino,Norte,Mensal,Pix,Premium,59.9,8,2,0,1,31,26.7,Desktop,Documentários,4.0,,3.5
215,0,36,Masculino,Sudeste,Mensal,Débito,Premium,59.9,8,2,0,0,39,32.0,Mobile,Infantil,4.5,3.0,4.0
216,1,35,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,35,12,0,5,7,40.3,Mobile,Séries,2.5,2.5,
217,0,31,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,4,5,0,2,52,37.4,Tablet,Séries,,3.5,4.5
218,1,30,Masculino,Sudeste,Mensal,Débito Automático,Básico,20.9,10,13,0,0,37,37.0,Mobile,Filmes,3.5,,4.0
219,0,43,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,8,15,0,0,3,15.4,Mobile,Esportes,4.0,,
220,1,31,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,20.9,11,2,0,0,20,19.9,Desktop,Filmes,5.0,3.0,
221,1,37,Feminino,Sul,Mensal,Pix,Premium,59.9,4,6,0,1,26,5.0,TV,Documentários,,4.0,
222,1,40,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,38.9,0,12,0,0,2,14.6,Desktop,Séries,4.0,2.5,
223,0,50,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,21,4,0,3,18,11.6,Tablet,Infantil,,,
224,0,29,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,10,9,0,0,31,35.4,TV,Filmes,4.0,2.0,2.5
225,0,57,,Centro-Oeste,Anual,Crédito Recorrente,Premium,48.9,18,1,1,0,20,25.0,TV,Novelas,4.0,1.0,2.0
226,0,40,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,17,5,0,0,2,12.5,Tablet,Novelas,3.5,,
227,0,29,Masculino,Sul,Mensal,Débito,Básico,20.9,9,4,0,3,34,41.1,Tablet,Séries,,3.0,5.0
228,0,45,Feminino,Sul,Mensal,Boleto,Básico,20.9,9,6,0,4,30,28.1,TV,Séries,,2.0,2.5
229,0,41,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,6,7,0,6,14,31.1,TV,Infantil,,5.0,
230,0,51,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,3,1,1,5,60,30.3,TV,Documentários,4.0,4.0,
231,0,39,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,28,5,0,0,51,35.3,Desktop,Séries,3.0,4.5,5.0
232,1,31,,Sudeste,Mensal,Pix,Premium,59.9,13,9,1,0,20,28.1,Tablet,Infantil,3.5,2.0,3.0
233,1,77,Masculino,Nordeste,Mensal,Débito Automático,Padrão,44.9,3,3,1,2,54,43.9,TV,Filmes,,3.0,
234,1,29,Masculino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,13,9,0,1,39,45.9,Mobile,Filmes,5.0,2.5,
235,1,34,Feminino,Nordeste,Mensal,Débito Automático,Padrão,44.9,11,10,0,2,1,28.0,Mobile,Filmes,3.5,2.0,2.0
236,1,31,Feminino,Sudeste,Mensal,Pix,Básico,20.9,34,12,1,1,27,38.1,Tablet,Infantil,1.5,,
237,0,68,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,11,9,0,1,25,19.2,TV,Séries,3.0,5.0,
238,0,26,Outros,Sudeste,Anual,Crédito Recorrente,Premium,48.9,2,8,0,0,7,11.7,Mobile,Séries,,,
239,0,38,,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,44.9,33,6,1,2,22,22.6,Desktop,Filmes,4.0,4.0,
240,1,38,,Norte,Mensal,Débito,Padrão,44.9,4,6,0,5,24,32.2,TV,Esportes,,,
241,0,25,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Premium,59.9,21,3,0,1,19,27.1,Mobile,Séries,3.5,,
242,1,41,Feminino,Sul,Mensal,Cartão de Crédito,Premium,59.9,23,10,0,1,22,7.8,TV,Documentários,4.0,,3.5
243,0,41,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,11,7,1,3,18,40.9,Tablet,Infantil,2.0,,4.0
244,1,31,Masculino,Nordeste,Mensal,Cartão de Crédito,Premium,59.9,23,11,0,5,19,27.7,Mobile,Séries,4.0,,
245,1,33,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,30,6,0,0,15,40.8,TV,Séries,3.0,,4.0
246,1,54,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,20.9,4,2,0,3,23,29.2,TV,Novelas,3.5,2.5,3.5
247,0,40,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,6,9,0,1,31,49.4,TV,Filmes,4.0,5.0,
248,1,29,Masculino,Nordeste,Mensal,Cartão de Crédito,Premium,59.9,9,5,0,1,58,74.1,Mobile,Esportes,3.5,,4.0
249,1,30,Masculino,Nordeste,Mensal,Cartão de Crédito,Premium,59.9,5,10,0,0,6,13.4,Mobile,Esportes,3.5,,
250,0,45,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,3,6,0,16,22,33.1,TV,Filmes,3.0,3.0,
251,0,47,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,28,4,0,0,32,35.7,Mobile,Séries,3.0,3.5,4.5
252,0,36,Prefiro Não Informar,Sudeste,Anual,Crédito Recorrente,Premium,48.9,22,4,0,2,34,25.7,Mobile,Esportes,,3.5,
253,0,32,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,8,5,1,4,30,37.0,Mobile,Filmes,,3.0,3.0
254,1,38,,Sul,Mensal,Crédito Recorrente,Básico,20.9,35,6,0,1,16,22.7,Desktop,Esportes,4.0,5.0,3.0
255,1,33,Feminino,Nordeste,Mensal,Pix,Básico,20.9,9,7,0,0,5,8.2,Mobile,Documentários,3.5,4.5,4.5
256,0,59,Prefiro Não Informar,Sudeste,Mensal,Pix,Padrão,44.9,1,6,0,0,4,12.5,Desktop,Esportes,,3.5,
257,1,71,Feminino,Nordeste,Mensal,Pix,Padrão,44.9,1,11,0,1,9,31.6,TV,Esportes,3.5,3.5,3.5
258,0,82,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,0,4,0,1,37,22.3,Desktop,Filmes,,,4.0
259,0,28,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,21,8,0,2,59,37.0,Mobile,Infantil,2.0,4.0,
260,0,41,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Básico,18.9,5,2,0,1,42,19.8,Desktop,Filmes,3.5,,
261,0,25,Masculino,Sul,Mensal,Débito Automático,Padrão,44.9,26,8,0,2,34,53.8,TV,Filmes,2.0,3.0,
262,0,32,Masculino,Sul,Mensal,Cartão de Crédito,Premium,59.9,2,4,0,0,25,32.8,Tablet,Esportes,,4.0,2.0
263,0,45,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,9,3,0,1,2,21.4,TV,Documentários,,,4.5
264,0,50,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,1,10,0,0,2,32.1,TV,Documentários,,,
265,0,22,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,20.9,1,5,0,0,42,26.8,Mobile,Novelas,4.0,,3.0
266,1,45,,Sudeste,Anual,Crédito Recorrente,Básico,18.9,8,16,0,0,16,5.0,Tablet,Novelas,,3.5,
267,1,48,Masculino,Sudeste,Mensal,Pix,Básico,20.9,10,4,0,0,22,27.7,Tablet,Séries,,,
268,0,26,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,2,3,0,0,2,23.7,Mobile,Documentários,,2.5,
269,0,30,Masculino,Sul,Anual,Crédito Recorrente,Premium,48.9,5,6,0,1,23,5.0,Tablet,Infantil,3.5,,4.5
270,0,29,Masculino,Sul,Mensal,Pix,Premium,59.9,4,2,0,2,21,38.1,Desktop,Documentários,4.0,,2.5
271,0,29,,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,13,4,0,8,36,26.8,Mobile,Filmes,,4.0,
272,0,27,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,0,11,0,1,21,25.2,Mobile,Esportes,4.0,4.5,5.0
273,0,31,Feminino,Sudeste,Mensal,Pix,Premium,59.9,31,9,1,2,39,11.9,Mobile,Infantil,3.5,3.5,4.0
274,0,61,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,0,6,0,4,51,48.7,TV,Filmes,,,
275,0,21,,Sudeste,Mensal,Pix,Premium,59.9,22,5,0,1,37,33.3,Mobile,Séries,,4.5,
276,0,50,Feminino,Sudeste,Mensal,Débito,Padrão,44.9,18,6,0,3,44,22.7,TV,Infantil,3.0,,2.5
277,1,37,,Nordeste,Mensal,Crédito Recorrente,Premium,59.9,14,14,0,0,2,12.1,TV,Infantil,3.5,3.5,4.0
278,0,25,Feminino,Nordeste,Mensal,Débito,Premium,59.9,1,15,0,5,21,37.7,Tablet,Novelas,,,2.0
279,0,50,Masculino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,19,6,0,0,58,19.8,Mobile,Séries,4.0,,
280,0,37,Masculino,Nordeste,Mensal,Débito Automático,Premium,59.9,11,8,0,0,47,35.3,Desktop,Infantil,,,3.5
281,0,82,,Sul,Mensal,Cartão de Crédito,Básico,20.9,21,1,0,0,7,15.4,TV,Infantil,,2.0,
282,0,77,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,9,12,0,1,29,26.0,TV,Séries,3.5,2.5,4.5
283,0,28,Feminino,Sul,Mensal,Pix,Padrão,44.9,19,4,0,0,12,19.4,TV,Infantil,1.0,4.0,
284,1,46,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,13,3,0,1,52,29.8,Desktop,Séries,3.5,4.0,
285,0,50,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,44.9,5,3,0,2,24,30.4,Mobile,Infantil,,1.0,4.0
286,0,25,Feminino,Sudeste,Mensal,Pix,Premium,59.9,11,6,0,0,16,35.2,TV,Filmes,4.5,4.5,3.5
287,0,28,Feminino,Sul,Anual,Crédito Recorrente,Premium,48.9,24,1,1,3,25,38.6,Mobile,Filmes,4.0,,4.0
288,1,27,Masculino,Nordeste,Mensal,Débito Automático,Premium,59.9,23,7,0,2,2,14.7,TV,Novelas,4.0,4.0,3.0
289,0,35,Prefiro Não Informar,Sul,Mensal,Crédito Recorrente,Premium,59.9,6,5,0,5,40,21.1,TV,Esportes,4.5,1.0,
290,0,28,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,20.9,22,2,0,1,40,12.5,Mobile,Filmes,4.0,,
291,0,28,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,1,9,0,1,38,31.4,Mobile,Filmes,3.0,3.0,
292,1,34,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,3,7,0,0,3,14.7,Mobile,Infantil,,,
293,1,32,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,8,2,0,0,12,26.6,Tablet,Novelas,1.0,2.5,
294,1,48,Masculino,Sudeste,Mensal,Boleto,Básico,20.9,20,11,0,0,13,15.4,Mobile,Infantil,4.0,,
295,1,33,Feminino,Sudeste,Mensal,Pix,Básico,20.9,16,5,0,1,65,41.0,TV,Novelas,4.5,,
296,1,54,Feminino,Sul,Mensal,Crédito Recorrente,Padrão,44.9,0,12,0,1,20,25.5,TV,Filmes,3.0,,4.5
297,0,47,Outros,Sudeste,Anual,Crédito Recorrente,Premium,48.9,5,6,0,0,22,17.5,TV,Filmes,1.0,,
298,0,27,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,25,12,0,0,27,20.9,Mobile,Séries,,3.0,4.0
299,0,29,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,2,4,0,7,4,26.9,Mobile,Filmes,3.5,2.5,4.0
300,0,41,,Sul,Mensal,Boleto,Padrão,44.9,0,3,0,2,23,18.5,TV,Novelas,,3.5,3.0
301,1,24,,Centro-Oeste,Anual,Crédito Recorrente,Padrão,38.9,29,9,0,0,25,23.5,Mobile,Filmes,,,
302,1,45,Masculino,Nordeste,Mensal,Cartão de Crédito,Premium,59.9,1,9,0,0,21,24.8,TV,Novelas,3.5,,4.0
303,0,29,,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,22,10,0,0,27,19.6,TV,Filmes,5.0,,
304,0,39,,Nordeste,Anual,Crédito Recorrente,Premium,48.9,8,2,0,0,2,19.0,Tablet,Séries,2.0,4.0,4.0
305,0,47,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,2,3,0,3,31,21.7,TV,Documentários,4.5,4.5,
306,1,32,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,12,9,0,0,5,22.7,Mobile,Documentários,3.5,4.0,3.5
307,0,33,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,1,2,0,0,22,24.0,Mobile,Séries,,,
308,0,86,Prefiro Não Informar,Sul,Mensal,Pix,Padrão,44.9,3,5,0,1,44,21.9,Desktop,Novelas,,4.0,
309,0,23,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,13,11,0,1,16,10.8,TV,Infantil,,,4.0
310,0,25,Masculino,Nordeste,Mensal,Débito Automático,Premium,59.9,33,4,0,5,25,28.5,Mobile,Séries,5.0,3.0,5.0
311,0,80,Masculino,Sudeste,Mensal,Débito Automático,Básico,20.9,26,13,0,1,17,18.0,Tablet,Séries,,,4.5
312,0,65,Feminino,Nordeste,Mensal,Pix,Premium,59.9,8,10,0,2,4,53.2,TV,Documentários,3.5,4.5,2.0
313,1,79,Masculino,Sudeste,Mensal,Pix,Premium,59.9,1,10,1,2,16,28.1,Mobile,Séries,3.0,4.5,2.0
314,1,24,Feminino,Sudeste,Mensal,Pix,Básico,20.9,2,7,0,1,35,36.1,TV,Séries,1.5,3.5,3.5
315,0,37,Prefiro Não Informar,Sul,Anual,Crédito Recorrente,Padrão,38.9,8,11,0,0,21,13.1,TV,Novelas,3.5,,
316,1,28,Prefiro Não Informar,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,1,4,0,0,16,36.1,Tablet,Séries,,3.0,2.0
317,0,23,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,7,6,0,10,38,6.0,Mobile,Filmes,3.0,3.0,
318,0,46,Masculino,Sudeste,Mensal,Débito,Padrão,44.9,0,13,0,1,2,39.4,Mobile,Documentários,4.0,3.0,3.0
319,0,32,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,7,12,0,0,2,27.6,TV,Filmes,,3.5,4.5
320,0,43,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,20.9,3,7,0,5,67,33.5,Mobile,Novelas,3.0,4.0,
321,0,30,Masculino,Sudeste,Mensal,Débito,Premium,59.9,19,9,0,0,25,21.2,Mobile,Infantil,,,
322,0,24,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,30,3,0,1,45,23.4,TV,Filmes,,4.5,
323,0,24,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,4,3,0,1,25,30.2,Mobile,Documentários,3.0,2.5,2.5
324,0,26,Feminino,Sul,Mensal,Débito Automático,Padrão,44.9,4,5,0,2,36,31.7,TV,Séries,,4.0,
325,1,30,Prefiro Não Informar,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,3,14,0,0,2,39.2,Mobile,Infantil,4.0,,3.5
326,1,50,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,3,8,0,1,14,41.9,TV,Esportes,4.0,,3.0
327,0,33,Masculino,Centro-Oeste,Mensal,Débito Automático,Padrão,44.9,1,12,0,1,36,17.9,TV,Filmes,,4.5,4.0
328,0,34,Feminino,Nordeste,Mensal,Débito Automático,Básico,20.9,8,9,0,2,9,27.0,Mobile,Documentários,4.0,,2.5
329,0,82,Masculino,Sul,Anual,Crédito Recorrente,Básico,18.9,20,6,0,0,9,14.2,Mobile,Novelas,3.5,3.0,
330,0,53,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,14,2,0,3,48,30.0,TV,Infantil,2.5,3.5,
331,0,42,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,23,2,0,0,26,5.0,Mobile,Novelas,,4.5,3.5
332,0,26,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,10,3,0,4,37,15.4,Desktop,Séries,4.5,4.5,
333,0,28,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,15,8,1,2,6,22.5,TV,Esportes,,,
334,0,26,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,31,2,0,1,9,27.8,Tablet,Filmes,3.5,4.0,
335,0,54,Masculino,Norte,Mensal,Débito Automático,Padrão,44.9,23,1,0,1,26,13.4,Desktop,Filmes,3.5,,5.0
336,1,22,Masculino,Sudeste,Mensal,Débito Automático,Básico,20.9,7,9,0,0,27,29.2,Mobile,Séries,3.5,4.0,
337,0,39,Masculino,Nordeste,Mensal,Crédito Recorrente,Premium,59.9,7,2,0,3,6,5.0,Desktop,Novelas,4.0,4.5,
338,0,26,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,30,5,0,1,3,21.7,Mobile,Novelas,4.0,4.0,3.5
339,0,30,Masculino,Norte,Mensal,Pix,Padrão,44.9,1,7,0,0,14,36.4,Desktop,Séries,4.0,3.0,4.0
340,0,26,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,10,7,0,0,43,26.4,TV,Novelas,4.5,,4.5
341,0,31,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,0,2,0,5,6,27.6,TV,Novelas,,4.0,
342,1,30,,Norte,Mensal,Débito Automático,Padrão,44.9,13,3,0,2,32,39.3,TV,Novelas,2.0,,
343,0,33,,Nordeste,Mensal,Pix,Padrão,44.9,1,2,0,1,30,34.0,Tablet,Esportes,,2.0,
344,1,54,Feminino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,22,16,0,0,7,12.5,TV,Documentários,,4.0,3.0
345,0,38,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,12,6,0,4,9,19.7,Mobile,Filmes,3.0,4.0,
346,0,85,,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,11,7,1,0,20,36.2,Desktop,Filmes,,,
347,1,72,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,11,5,0,1,30,33.7,Mobile,Novelas,5.0,3.5,5.0
348,1,31,,Sul,Mensal,Crédito Recorrente,Básico,20.9,27,6,0,1,74,29.8,TV,Filmes,,4.5,3.5
349,1,38,,Nordeste,Mensal,Boleto,Padrão,44.9,2,10,0,0,10,7.5,Desktop,Esportes,3.0,,4.0
350,0,44,,Sudeste,Anual,Crédito Recorrente,Premium,48.9,8,17,0,0,36,48.7,Tablet,Infantil,,4.0,4.5
351,0,30,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,22,11,0,5,23,38.6,Desktop,Séries,5.0,3.5,3.5
352,1,25,Masculino,Nordeste,Mensal,Pix,Padrão,44.9,18,8,0,0,44,33.9,Mobile,Séries,4.0,,3.0
353,0,26,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,13,10,0,2,25,25.0,TV,Séries,,,
354,0,42,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,29,13,0,0,30,24.3,TV,Novelas,,,
355,0,45,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,9,5,0,1,36,24.7,TV,Séries,3.5,,3.5
356,1,41,Feminino,Centro-Oeste,Mensal,Débito Automático,Básico,20.9,18,7,0,0,22,38.3,Desktop,Novelas,4.0,,2.0
357,0,25,Masculino,Norte,Mensal,Crédito Recorrente,Padrão,44.9,19,9,0,4,3,16.7,TV,Séries,3.5,3.5,3.0
358,0,35,Feminino,Centro-Oeste,Mensal,Pix,Premium,59.9,22,5,0,1,8,14.7,Desktop,Novelas,4.0,,4.5
359,0,29,,Sudeste,Anual,Crédito Recorrente,Básico,18.9,6,8,0,7,19,41.9,Mobile,Infantil,2.0,4.5,
360,1,73,Feminino,Nordeste,Mensal,Débito,Básico,20.9,21,6,0,0,6,14.7,Tablet,Documentários,4.0,,2.5
361,0,38,Prefiro Não Informar,Nordeste,Mensal,Pix,Básico,20.9,7,8,0,0,40,19.0,Desktop,Filmes,3.0,3.5,3.0
362,0,26,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,3,1,0,1,56,25.9,Tablet,Documentários,,,2.0
363,0,31,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,16,3,1,2,18,49.5,Desktop,Infantil,5.0,3.0,2.5
364,0,27,Feminino,Nordeste,Mensal,Débito Automático,Padrão,44.9,27,4,0,0,14,8.7,TV,Séries,,3.5,3.5
365,0,27,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,32,1,0,1,49,34.9,Tablet,Novelas,4.0,4.0,
366,0,29,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,12,8,0,0,22,42.1,Mobile,Séries,,2.0,
367,1,28,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,18,3,0,1,31,42.6,TV,Novelas,,3.0,
368,0,32,Feminino,Sul,Anual,Crédito Recorrente,Padrão,38.9,5,3,0,1,30,20.1,Desktop,Séries,3.5,,
369,0,43,Masculino,Nordeste,Mensal,Boleto,Padrão,44.9,0,11,0,2,20,24.8,Desktop,Filmes,3.0,3.0,
370,1,34,Feminino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,3,5,0,1,24,36.4,Desktop,Infantil,3.5,5.0,2.0
371,1,36,Outros,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,17,9,0,0,1,5.0,Desktop,Infantil,5.0,,
372,0,33,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,11,12,0,9,36,28.0,TV,Novelas,4.5,4.5,4.0
373,0,31,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,4,7,0,0,14,26.1,Mobile,Novelas,3.5,4.0,
374,0,38,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,12,8,0,0,51,16.7,Tablet,Séries,3.5,2.5,3.5
375,0,42,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,1,7,1,2,17,25.8,TV,Infantil,,,4.5
376,1,35,Prefiro Não Informar,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,9,14,0,3,22,26.9,TV,Documentários,4.0,,3.5
377,0,30,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,2,15,1,2,50,30.6,Tablet,Infantil,3.5,,
378,0,31,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,18,9,0,0,17,22.5,TV,Documentários,,,
379,0,34,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,10,4,0,0,1,5.0,TV,Infantil,3.5,2.5,
380,0,36,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,2,5,0,0,5,25.0,Tablet,Documentários,,3.5,2.0
381,0,33,Masculino,Sudeste,Mensal,Débito Automático,Premium,59.9,15,6,0,7,21,44.3,Mobile,Filmes,2.5,,
382,1,33,Prefiro Não Informar,Sul,Mensal,Crédito Recorrente,Básico,20.9,12,4,0,1,8,18.6,Mobile,Documentários,5.0,4.5,
383,1,32,Feminino,Sudeste,Mensal,Débito Automático,Premium,59.9,20,12,0,1,33,21.3,Tablet,Filmes,5.0,,4.0
384,0,31,Feminino,Sul,Mensal,Débito Automático,Premium,59.9,36,9,0,9,60,27.7,Mobile,Documentários,3.0,4.5,5.0
385,1,48,Feminino,Sul,Mensal,Boleto,Básico,20.9,1,20,0,5,45,33.4,Mobile,Filmes,5.0,4.5,
386,1,46,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,1,6,0,2,24,27.4,TV,Documentários,4.0,4.0,4.5
387,0,37,Masculino,Nordeste,Mensal,Débito Automático,Básico,20.9,29,3,0,0,52,41.5,TV,Filmes,3.0,1.5,
388,0,29,Feminino,Sudeste,Mensal,Pix,Premium,59.9,1,4,0,0,27,28.7,Mobile,Séries,3.0,,
389,0,43,Masculino,Sul,Anual,Crédito Recorrente,Premium,48.9,1,3,0,2,44,21.7,Tablet,Séries,5.0,5.0,
390,1,58,Masculino,Sul,Mensal,Crédito Recorrente,Padrão,44.9,11,6,0,1,33,35.1,TV,Novelas,4.0,4.5,
391,0,36,Masculino,Nordeste,Mensal,Débito Automático,Padrão,44.9,12,12,0,1,28,37.9,TV,Filmes,3.5,,2.0
392,0,24,Masculino,Sudeste,Mensal,Boleto,Padrão,44.9,12,12,0,1,26,30.0,Desktop,Séries,1.5,,4.0
393,0,29,Feminino,Nordeste,Mensal,Débito Automático,Padrão,44.9,10,5,0,2,22,27.7,Mobile,Infantil,3.0,1.5,
