cliente_id,idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal,churn
CLI01403,66,20,Premium,39.90,25,182,8,2.7,,tv,0
CLI01404,73,6,Básico,19.90,40,149,5,3.0,Débito,Tablet,0
CLI01405,43,4,Padrão,29.90,79,86,1,2.3,,TV,0
CLI01406,69,41,basico,19.90,44,43,2,2.6,,Mobile,0
CLI01407,48,22,Padrão,29.90,25,148,9,2.2,Credito,mobile,1
CLI01408,40,46,basico,19.90,62,124,0,0.8,Credito,mobile,0
CLI01409,25,8,basico,19.90,12,125,8,1.5,Credito,Desktop,0
CLI01410,18,4,Padrão,29.90,77,175,7,4.0,"Cartão de Crédito",mobile,0
CLI01411,19,58,Padrão,29.90,83,93,7,0.3,,Tablet,0
CLI01412,55,34,Básico,19.90,45,15,8,3.6,Boleto,Desktop,0
CLI01413,35,43,Básico,19.90,14,166,6,3.0,,Tablet,0
CLI01414,63,15,PREMIUM,39.90,39,152,0,0.8,Boleto,tv,0
CLI01415,77,8,Básico,19.90,71,14,2,0.5,Credito,Desktop,1
CLI01416,67,46,basico,19.90,13,104,8,1.5,Credito,Desktop,1
CLI01417,20,16,Premium,39.90,48,186,4,3.8,Débito,Mobile,0
CLI01418,64,18,Padrão,29.90,33,18,4,0.2,Boleto,TV,1
CLI01419,40,33,Premium,39.90,4,94,1,2.9,PIX,TV,0
CLI01420,70,49,PREMIUM,39.90,29,102,3,1.9,Boleto,Mobile,0
CLI01421,61,36,PREMIUM,39.90,12,81,6,4.8,Débito,mobile,0
CLI01422,35,32,PREMIUM,39.90,57,41,2,0.7,Credito,mobile,0
CLI01423,23,50,Básico,,93,98,,1.6,PIX,Mobile,0
CLI01424,34,48,Premium,39.90,27,171,0,3.6,PIX,tv,1
CLI01425,74,43,Padrão,29.90,27,148,5,2.7,Débito,Tablet,1
CLI01426,46,35,basico,19.90,6,104,5,4.4,Boleto,Desktop,1
CLI01427,32,39,Padrão,29.90,2,82,3,4.1,PIX,Tablet,0
CLI01428,49,42,basico,19.90,44,184,1,4.6,PIX,mobile,0
CLI01429,71,50,Básico,19.90,60,163,1,4.3,Débito,Mobile,0
CLI01430,71,22,Premium,39.90,53,112,9,3.9,PIX,tv,0
CLI01431,56,28,Básico,19.90,22,79,5,2.1,Boleto,mobile,1
CLI01432,77,27,PREMIUM,39.90,57,132,7,1.9,PIX,tv,1
CLI01433,47,9,basico,19.90,78,107,9,3.6,Boleto,tv,1
CLI01434,39,12,basico,19.90,45,14,4,3.7,Credito,Tablet,1
CLI01435,52,48,PREMIUM,39.90,32,170,3,3.2,,Mobile,1
CLI01436,77,24,basico,19.90,91,127,4,2.9,Débito,tv,0
CLI01437,44,3,PREMIUM,39.90,39,123,8,3.8,PIX,tv,0
CLI01438,56,49,Padrão,29.90,98,110,8,0.2,Credito,mobile,1
CLI01439,44,26,Básico,19.90,46,160,1,0.7,Débito,TV,0
CLI01440,28,30,PREMIUM,39.90,82,151,7,4.4,PIX,TV,1
CLI01441,27,23,Básico,19.90,73,169,3,0.5,"Cartão de Crédito",Desktop,0
CLI01442,69,51,basico,19.90,53,169,2,1.8,Credito,mobile,0
CLI01443,76,30,basico,19.90,23,149,8,4.9,"Cartão de Crédito",Desktop,0
CLI01444,64,13,Padrão,29.90,42,169,0,3.9,Débito,Tablet,0
CLI01445,52,31,Básico,19.90,76,174,6,1.7,,TV,0
CLI01446,43,35,Padrão,,62,67,4,4.3,Credito,tv,1
CLI01447,58,56,PREMIUM,39.90,96,145,0,1.3,PIX,Tablet,1
CLI01448,38,41,Premium,39.90,35,42,3,1.6,Credito,TV,1
CLI01449,50,23,Premium,39.90,69,79,2,2.8,PIX,Tablet,0
CLI01450,27,21,Padrão,29.90,14,150,7,4.9,Débito,Mobile,0
CLI01451,46,36,PREMIUM,39.90,82,148,0,2.9,Débito,Tablet,0
CLI01452,71,55,Básico,19.90,67,76,5,3.4,Boleto,TV,1
CLI01453,59,36,basico,19.90,40,80,5,3.3,"Cartão de Crédito",Desktop,1
CLI01454,20,49,Premium,39.90,91,180,9,1.2,Débito,Desktop,1
CLI01455,36,8,Padrão,29.90,40,181,6,3.4,Boleto,mobile,0
CLI01456,45,18,PREMIUM,39.90,32,161,6,0.3,Credito,mobile,0
CLI01457,32,14,PREMIUM,39.90,74,181,4,4.9,Boleto,mobile,0
CLI01458,54,27,Premium,39.90,99,15,5,1.1,PIX,tv,1
CLI01459,65,20,Básico,19.90,10,71,4,3.7,Credito,Tablet,1
CLI01460,47,8,PREMIUM,39.90,78,94,4,3.2,,Tablet,0
CLI01461,18,15,Básico,19.90,89,86,0,1.2,Débito,Tablet,0
CLI01462,38,11,PREMIUM,39.90,9,72,8,2.3,PIX,Desktop,1
CLI01463,70,15,Premium,39.90,12,189,4,3.4,Credito,mobile,1
CLI01464,25,34,Básico,19.90,9,52,0,0.7,,mobile,1
CLI01465,52,15,Premium,39.90,59,76,6,0.5,Boleto,TV,0
CLI01466,45,37,PREMIUM,39.90,88,39,0,3.4,Credito,tv,0
CLI01467,,47,Padrão,,36,29,7,3.2,Débito,TV,1
CLI01468,65,10,Premium,39.90,86,163,5,1.2,"Cartão de Crédito",Mobile,1
CLI01469,73,18,Padrão,29.90,39,94,3,2.1,Débito,mobile,0
CLI01470,52,35,basico,19.90,14,99,0,3.7,Boleto,tv,0
CLI01471,32,19,Premium,39.90,23,129,3,0.3,Débito,Desktop,0
CLI01472,44,19,Premium,39.90,29,181,5,4.3,Boleto,Tablet,0
CLI01473,54,11,Básico,19.90,99,28,8,1.4,Credito,tv,1
CLI01474,45,56,PREMIUM,39.90,33,187,7,4.6,Credito,Tablet,0
CLI01475,64,42,basico,19.90,9,94,7,2.4,Débito,tv,1
CLI01476,33,45,PREMIUM,39.90,9,72,1,1.0,Credito,tv,0
CLI01477,46,36,basico,19.90,79,39,0,4.3,Boleto,tv,0
CLI01478,59,46,Padrão,29.90,84,33,6,3.1,,Desktop,1
CLI01479,27,59,Básico,19.90,85,59,7,1.9,Credito,Tablet,1
CLI01480,68,26,basico,19.90,60,147,6,1.7,Boleto,tv,0
CLI01481,56,57,Premium,39.90,70,106,7,3.0,,mobile,0
CLI01482,19,2,Padrão,29.90,10,136,0,0.1,Débito,mobile,1
CLI01483,53,32,PREMIUM,39.90,91,11,9,1.4,"Cartão de Crédito",Tablet,0
CLI01484,34,9,Básico,19.90,69,68,9,2.9,PIX,TV,1
CLI01485,47,31,PREMIUM,39.90,16,123,4,2.0,,tv,1
CLI01486,34,17,basico,19.90,85,148,7,3.5,"Cartão de Crédito",tv,0
CLI01487,23,18,Básico,19.90,10,115,5,0.3,Débito,TV,0
CLI01488,40,54,Premium,39.90,54,24,0,2.3,Boleto,TV,0
CLI01489,51,26,PREMIUM,39.90,47,73,3,5.0,Boleto,mobile,0
CLI01490,18,11,basico,19.90,52,107,0,2.6,PIX,mobile,0
CLI01491,29,43,Premium,39.90,50,133,0,1.6,Débito,Tablet,0
CLI01492,57,28,Básico,19.90,91,185,4,4.1,PIX,Tablet,1
CLI01493,27,25,basico,19.90,76,155,2,4.4,Débito,Desktop,0
CLI01494,62,52,PREMIUM,39.90,96,18,1,3.8,Débito,Desktop,0
CLI01495,76,25,Básico,19.90,97,118,6,1.2,Credito,tv,0
CLI01496,44,42,Básico,19.90,47,21,8,2.5,"Cartão de Crédito",tv,1
CLI01497,39,50,Padrão,29.90,86,132,5,2.6,"Cartão de Crédito",Mobile,1
CLI01498,18,44,Padrão,29.90,45,22,1,0.2,PIX,tv,1
CLI01499,56,28,basico,19.90,40,66,7,4.7,Boleto,Tablet,1
CLI01500,34,44,PREMIUM,39.90,25,18,5,4.9,,Desktop,1
CLI01501,35,14,Básico,19.90,61,33,5,2.5,"Cartão de Crédito",Mobile,1
CLI01502,54,49,Premium,39.90,7,172,3,0.5,,mobile,1
CLI01503,36,NaN,PREMIUM,39.90,82,81,,4.6,Credito,Mobile,0
CLI01504,20,4,Padrão,29.90,13,98,1,3.8,Credito,Tablet,1
CLI01505,48,59,basico,19.90,67,112,4,3.6,PIX,Tablet,0
CLI01506,31,4,PREMIUM,39.90,70,116,1,4.0,Débito,Mobile,1
CLI01507,57,1,Padrão,29.90,73,132,9,2.3,Credito,Desktop,1
CLI01508,62,33,Premium,39.90,60,63,3,3.2,,tv,0
CLI01509,,15,Premium,39.90,76,176,1,0.7,"Cartão de Crédito",TV,1
CLI01510,66,4,Básico,19.90,63,22,3,0.8,"Cartão de Crédito",Desktop,0
CLI01511,21,2,basico,19.90,0,174,7,2.7,Débito,TV,1
CLI01512,69,54,Básico,19.90,15,136,4,3.8,Boleto,Desktop,0
CLI01513,29,57,Padrão,29.90,31,94,9,2.7,Boleto,Mobile,1
CLI01514,40,8,Básico,19.90,10,149,6,0.5,,Desktop,1
CLI01515,18,32,Padrão,29.90,42,138,9,2.1,"Cartão de Crédito",Tablet,1
CLI01516,51,13,PREMIUM,39.90,72,132,6,3.0,Débito,mobile,0
CLI01517,46,50,basico,19.90,12,180,4,0.5,,tv,0
CLI01518,74,17,basico,19.90,95,53,8,3.8,Débito,Tablet,0
CLI01519,75,53,Padrão,29.90,77,64,9,4.5,Débito,Tablet,0
CLI01520,51,34,Premium,39.90,85,56,6,1.5,Credito,Desktop,0
CLI01521,59,13,Básico,19.90,47,154,7,1.8,"Cartão de Crédito",Desktop,0
CLI01522,45,49,PREMIUM,39.90,26,122,1,0.3,PIX,mobile,0
CLI01523,68,18,PREMIUM,39.90,54,108,3,4.3,Credito,Tablet,1
CLI01524,40,57,Premium,39.90,89,184,7,4.6,"Cartão de Crédito",Desktop,0
CLI01525,36,45,Premium,39.90,47,140,8,1.0,"Cartão de Crédito",TV,1
CLI01526,51,25,Premium,39.90,29,20,2,0.6,PIX,mobile,1
CLI01527,35,21,PREMIUM,39.90,25,104,3,0.7,PIX,TV,1
CLI01528,36,1,Padrão,29.90,7,159,2,4.7,,Desktop,1
CLI01529,41,42,PREMIUM,39.90,39,107,2,4.9,"Cartão de Crédito",Desktop,0
CLI01530,44,42,PREMIUM,39.90,12,96,4,3.9,PIX,tv,1
CLI01531,,30,Premium,39.90,17,67,9,1.0,PIX,TV,1
CLI01532,43,36,Padrão,29.90,79,37,9,1.1,Credito,Tablet,0
CLI01533,68,7,Premium,39.90,68,21,8,1.9,,mobile,1
CLI01534,62,60,PREMIUM,39.90,77,141,8,0.6,PIX,TV,1
CLI01535,41,54,basico,19.90,76,44,6,0.6,,mobile,0
CLI01536,53,16,Premium,39.90,81,168,2,2.0,Débito,TV,0
CLI01537,47,26,Premium,39.90,75,180,7,4.9,,tv,0
CLI01538,27,58,Premium,39.90,41,104,4,1.4,PIX,Tablet,1
CLI01539,75,48,PREMIUM,39.90,31,33,0,0.3,Credito,tv,0
CLI01540,75,19,Básico,19.90,87,149,0,0.6,Boleto,mobile,0
CLI01541,62,25,Padrão,29.90,41,120,0,2.3,"Cartão de Crédito",mobile,0
CLI01542,43,46,Básico,19.90,12,162,8,2.9,PIX,Mobile,1
CLI01543,24,44,basico,19.90,63,12,4,3.9,,Desktop,0
CLI01544,29,53,Premium,39.90,70,137,5,2.7,,Mobile,0
CLI01545,29,10,Premium,39.90,22,70,0,1.6,PIX,mobile,0
CLI01546,35,15,basico,,65,33,,4.7,"Cartão de Crédito",Desktop,0
CLI01547,64,34,Premium,39.90,58,92,2,4.3,Boleto,Mobile,1
CLI01548,74,45,Padrão,29.90,75,141,4,3.0,PIX,Tablet,1
CLI01549,32,32,Básico,19.90,65,118,8,3.9,Credito,Tablet,0
CLI01550,25,48,Padrão,29.90,40,67,5,2.6,Débito,tv,0
CLI01551,18,21,Premium,39.90,37,171,3,1.2,Credito,TV,0
CLI01552,65,35,PREMIUM,39.90,99,157,1,2.4,Credito,tv,0
CLI01553,38,33,Padrão,29.90,7,129,9,2.3,Débito,Mobile,1
CLI01554,32,29,Básico,19.90,76,90,8,0.1,"Cartão de Crédito",mobile,0
CLI01555,60,32,Premium,39.90,74,124,9,3.0,Boleto,TV,0
CLI01556,32,5,Padrão,29.90,32,71,2,1.3,Débito,tv,1
CLI01557,58,2,Básico,19.90,67,91,8,2.9,PIX,tv,1
CLI01558,22,19,PREMIUM,39.90,39,153,2,2.9,,TV,0
CLI01559,71,38,Premium,39.90,20,25,9,4.9,Débito,Desktop,0
CLI01560,61,59,Básico,19.90,28,18,6,0.2,Boleto,tv,1
CLI01561,67,54,Básico,19.90,6,84,9,1.9,"Cartão de Crédito",TV,1
CLI01562,46,44,basico,19.90,77,178,6,4.1,,TV,1
CLI01563,49,3,Básico,19.90,86,63,1,3.1,PIX,Mobile,0
CLI01564,26,58,Padrão,29.90,31,170,1,0.6,,Tablet,0
CLI01565,20,44,basico,19.90,2,117,9,1.1,,Tablet,1
CLI01566,,NaN,basico,19.90,63,117,6,4.6,PIX,TV,0
CLI01567,70,2,PREMIUM,39.90,3,112,4,2.7,Boleto,Mobile,1
CLI01568,65,15,Básico,19.90,36,27,7,4.8,Credito,Mobile,1
CLI01569,44,17,Básico,19.90,30,126,8,0.2,Credito,Desktop,0
CLI01570,61,42,Padrão,29.90,61,69,8,4.7,Débito,mobile,0
CLI01571,29,18,Premium,39.90,78,138,2,2.0,PIX,Mobile,0
CLI01572,44,41,Básico,19.90,16,130,1,4.4,Boleto,Desktop,1
CLI01573,48,53,Básico,19.90,77,84,7,4.7,Débito,Desktop,1
CLI01574,49,44,Premium,39.90,83,69,8,3.5,Boleto,Desktop,1
CLI01575,40,45,Premium,39.90,60,180,5,5.0,"Cartão de Crédito",mobile,1
CLI01576,62,39,Básico,19.90,16,26,6,0.3,"Cartão de Crédito",TV,1
CLI01577,44,59,Básico,19.90,80,69,3,0.2,,tv,1
CLI01578,21,38,Premium,39.90,98,90,4,3.3,,Tablet,0
CLI01579,28,7,Padrão,29.90,72,119,2,1.0,Boleto,Mobile,0
CLI01580,21,9,Padrão,29.90,90,165,6,0.5,,tv,0
CLI01581,32,55,Padrão,29.90,25,100,0,2.7,PIX,mobile,1
CLI01582,40,4,Premium,39.90,28,168,4,3.6,Credito,mobile,1
CLI01583,18,33,Básico,19.90,90,187,7,2.4,Boleto,TV,1
CLI01584,68,34,basico,19.90,26,19,4,2.3,,mobile,1
CLI01585,38,36,Premium,39.90,89,34,8,3.7,PIX,TV,0
CLI01586,29,30,Básico,19.90,41,13,9,0.6,,TV,1
CLI01587,32,58,basico,19.90,92,130,2,3.5,,tv,0
CLI01588,45,58,Padrão,29.90,94,80,1,4.3,PIX,Tablet,0
CLI01589,61,5,Premium,39.90,21,110,2,3.9,PIX,Desktop,1
CLI01590,57,14,Premium,39.90,29,12,6,0.3,"Cartão de Crédito",Desktop,0
CLI01591,54,13,Padrão,29.90,89,173,4,3.8,PIX,mobile,0
CLI01592,38,15,Básico,19.90,37,147,1,4.6,,Mobile,0
CLI01593,41,47,PREMIUM,39.90,93,26,1,4.8,Débito,Tablet,0
CLI01594,66,33,Premium,39.90,4,137,8,2.9,Boleto,mobile,0
CLI01595,37,28,Padrão,29.90,10,170,8,4.6,Boleto,tv,1
CLI01596,,27,basico,19.90,54,71,2,3.9,"Cartão de Crédito",tv,0
CLI01597,54,39,Padrão,29.90,42,155,6,0.9,Credito,Tablet,0
CLI01598,29,59,Básico,19.90,27,139,0,3.5,Credito,Mobile,0
CLI01599,69,1,Básico,19.90,67,141,3,2.5,Débito,tv,1
CLI01600,21,33,PREMIUM,39.90,26,33,8,4.0,Débito,mobile,1
CLI01601,43,8,basico,19.90,87,69,6,2.9,PIX,TV,1
CLI01602,72,46,Premium,39.90,70,89,8,3.8,,Tablet,0
CLI01603,33,8,Padrão,29.90,82,84,1,3.9,PIX,tv,0
CLI01604,52,20,Básico,19.90,34,66,0,3.6,Débito,Mobile,0
CLI01605,54,11,PREMIUM,39.90,73,75,3,3.3,Boleto,Desktop,0
CLI01606,62,55,PREMIUM,39.90,36,72,3,4.0,Débito,Tablet,0
CLI01607,67,20,Premium,39.90,90,134,,4.4,PIX,tv,0
CLI01608,47,3,Premium,39.90,8,141,1,1.1,Débito,tv,1
CLI01609,48,36,basico,19.90,59,80,7,3.8,"Cartão de Crédito",mobile,1
CLI01610,31,29,basico,19.90,20,63,0,3.9,Débito,tv,0
CLI01611,51,60,PREMIUM,39.90,51,101,4,4.0,Credito,Desktop,0
CLI01612,21,20,basico,19.90,6,22,6,0.3,Débito,Desktop,1
CLI01613,43,11,Básico,19.90,68,71,0,1.3,,Mobile,0
CLI01614,71,20,Básico,19.90,71,27,7,2.4,Boleto,mobile,1
CLI01615,37,10,PREMIUM,39.90,13,78,6,4.3,Débito,Desktop,1
CLI01616,57,23,basico,19.90,5,26,,4.4,Credito,tv,0
CLI01617,55,16,Padrão,29.90,80,138,6,0.6,Boleto,TV,1
CLI01618,66,17,Padrão,29.90,98,189,8,4.2,Credito,Mobile,1
CLI01619,25,12,basico,19.90,81,60,1,3.7,Boleto,TV,0
CLI01620,75,37,Padrão,29.90,33,47,7,1.4,Credito,tv,0
CLI01621,65,55,Premium,39.90,50,131,0,3.6,Boleto,Mobile,0
CLI01622,30,34,Básico,19.90,74,156,4,2.5,Débito,Mobile,1
CLI01623,62,28,Básico,19.90,13,73,3,2.7,PIX,TV,0
CLI01624,63,35,Básico,19.90,41,184,7,0.9,,Desktop,1
CLI01625,24,57,Básico,19.90,5,134,0,1.4,Credito,Desktop,0
CLI01626,27,15,basico,19.90,23,70,7,1.2,"Cartão de Crédito",Tablet,0
CLI01627,55,42,PREMIUM,39.90,22,72,9,3.8,Débito,TV,0
CLI01628,19,23,Padrão,29.90,96,133,5,4.7,PIX,tv,1
CLI01629,31,24,Premium,39.90,3,81,7,1.2,Débito,mobile,1
CLI01630,52,38,PREMIUM,39.90,7,76,4,2.7,"Cartão de Crédito",mobile,1
CLI01631,23,13,Premium,39.90,3,164,7,4.4,"Cartão de Crédito",Desktop,0
CLI01632,38,38,Premium,39.90,39,134,8,1.9,"Cartão de Crédito",tv,0
CLI01633,49,10,Básico,19.90,98,153,6,2.3,Boleto,mobile,0
CLI01634,40,20,Premium,39.90,65,34,9,4.9,Boleto,Tablet,0
CLI01635,41,60,Premium,39.90,26,14,8,4.6,Boleto,tv,1
CLI01636,33,45,Premium,39.90,56,176,9,0.8,PIX,TV,1
CLI01637,76,28,Padrão,29.90,25,136,1,4.1,Débito,mobile,0
CLI01638,36,12,Premium,39.90,43,76,7,0.7,PIX,mobile,1
CLI01639,65,41,Premium,39.90,98,57,2,2.2,Boleto,mobile,0
CLI01640,42,8,Básico,19.90,65,99,8,2.4,Credito,Mobile,0
CLI01641,28,1,basico,19.90,82,164,9,2.7,Débito,mobile,1
CLI01642,65,39,Premium,39.90,91,130,7,1.0,Boleto,Mobile,1
CLI01643,21,51,Básico,19.90,98,39,3,2.8,,mobile,1
CLI01644,65,9,Básico,19.90,74,82,5,3.2,Débito,mobile,0
CLI01645,51,43,PREMIUM,39.90,74,109,2,4.6,Débito,Tablet,0
CLI01646,50,36,Premium,39.90,7,105,2,4.6,Boleto,Mobile,0
CLI01647,33,3,Básico,19.90,76,23,8,2.3,,Mobile,1
CLI01648,40,27,Premium,39.90,21,69,4,0.7,Boleto,Mobile,1
CLI01649,64,28,basico,19.90,61,78,8,1.0,Débito,mobile,0
CLI01650,20,4,PREMIUM,39.90,8,99,9,4.9,Débito,tv,1
CLI01651,68,5,Básico,19.90,66,19,3,1.8,Boleto,Desktop,0
CLI01652,72,42,Padrão,29.90,68,182,3,2.7,Credito,Tablet,0
CLI01653,39,27,Premium,39.90,48,154,7,2.8,"Cartão de Crédito",Tablet,0
CLI01654,53,58,basico,19.90,68,180,4,0.9,Boleto,Mobile,1
CLI01655,76,35,Padrão,29.90,10,22,1,2.8,Débito,tv,0
CLI01656,71,38,basico,19.90,63,148,7,3.7,Débito,TV,0
CLI01657,68,30,basico,19.90,98,165,8,1.5,PIX,mobile,0
CLI01658,30,55,basico,19.90,82,119,5,1.2,"Cartão de Crédito",TV,0
CLI01659,25,54,basico,19.90,56,43,1,2.4,Credito,tv,0
CLI01660,72,27,PREMIUM,39.90,27,69,9,4.8,Débito,Tablet,1
CLI01661,41,43,Premium,39.90,99,88,6,4.4,PIX,TV,0
CLI01662,49,55,Padrão,29.90,74,178,1,4.9,Credito,TV,0
CLI01663,60,39,basico,19.90,48,166,1,1.3,,Mobile,0
CLI01664,49,54,Padrão,29.90,21,176,8,1.8,Débito,tv,1
CLI01665,77,3,Básico,19.90,42,56,6,1.2,"Cartão de Crédito",tv,0
CLI01666,41,41,Básico,19.90,26,78,7,4.4,,tv,0
CLI01667,44,48,Básico,19.90,79,111,4,0.5,Boleto,Tablet,0
CLI01668,58,56,basico,,47,22,0,3.8,,Tablet,0
CLI01669,64,52,Padrão,29.90,4,10,5,0.7,PIX,Tablet,1
CLI01670,52,8,Premium,39.90,63,116,6,1.2,Boleto,Desktop,1
CLI01671,56,7,Padrão,29.90,12,144,1,3.9,Débito,Desktop,0
CLI01672,71,43,Básico,19.90,47,113,8,4.9,Credito,Mobile,1
CLI01673,41,30,Básico,19.90,51,155,7,2.6,Boleto,Mobile,1
CLI01674,58,12,Padrão,29.90,56,184,2,3.8,PIX,Mobile,0
CLI01675,48,32,Padrão,29.90,36,188,3,0.5,"Cartão de Crédito",Desktop,0
CLI01676,34,32,Básico,19.90,66,61,5,0.1,,Desktop,0
CLI01677,52,30,basico,19.90,33,109,3,1.5,Credito,Desktop,0
CLI01678,40,29,PREMIUM,39.90,99,170,7,0.8,,tv,1
CLI01679,50,37,Básico,19.90,21,151,6,0.6,Credito,tv,0
CLI01680,26,46,Padrão,29.90,83,60,3,3.4,PIX,TV,0
CLI01681,22,2,Padrão,29.90,30,101,8,0.1,,tv,0
CLI01682,43,7,Básico,19.90,15,143,4,0.2,Débito,tv,1
CLI01683,65,35,basico,19.90,25,107,7,2.3,Credito,TV,0
CLI01684,67,4,Básico,19.90,52,174,3,0.2,PIX,Tablet,1
CLI01685,23,59,basico,19.90,60,133,8,3.6,Boleto,Tablet,1
CLI01686,37,23,Premium,39.90,68,41,8,0.4,Boleto,Desktop,0
CLI01687,65,57,basico,19.90,32,169,2,3.5,,TV,0
CLI01688,62,4,Básico,19.90,5,175,2,1.4,Boleto,Desktop,1
CLI01689,70,55,Padrão,29.90,58,71,1,0.5,Credito,tv,1
CLI01690,30,39,Básico,19.90,95,52,0,0.3,Credito,Mobile,1
CLI01691,67,23,Básico,19.90,42,161,5,1.2,,mobile,1
CLI01692,71,15,Premium,39.90,9,13,2,2.9,PIX,Desktop,1
CLI01693,77,22,Padrão,29.90,31,79,8,4.0,Boleto,tv,0
CLI01694,70,39,Padrão,29.90,80,37,,4.2,,tv,0
CLI01695,55,29,basico,19.90,91,34,3,3.3,"Cartão de Crédito",mobile,0
CLI01696,,48,Premium,39.90,83,32,5,3.1,"Cartão de Crédito",tv,0
CLI01697,76,40,Premium,39.90,97,82,6,0.7,Boleto,mobile,0
CLI01698,56,26,PREMIUM,39.90,23,155,1,2.9,PIX,mobile,0
CLI01699,43,18,Padrão,29.90,84,44,0,1.0,Boleto,Tablet,0
CLI01700,24,13,Padrão,29.90,89,27,5,2.9,,TV,0
CLI01701,60,9,Premium,39.90,97,160,5,1.3,Credito,Desktop,0
CLI01702,72,12,Básico,19.90,60,110,3,4.0,Credito,Desktop,1
CLI01703,76,19,PREMIUM,39.90,33,66,8,4.7,"Cartão de Crédito",TV,0
CLI01704,76,13,Padrão,29.90,32,162,3,3.3,,tv,0
CLI01705,49,14,Básico,19.90,97,171,1,4.6,Credito,Desktop,0
CLI01706,65,13,Básico,19.90,31,119,7,3.3,Boleto,tv,1
CLI01707,41,46,Premium,39.90,87,69,2,2.9,PIX,Desktop,0
CLI01708,38,23,Padrão,29.90,47,78,6,2.8,,TV,0
CLI01709,28,59,Básico,19.90,74,50,3,3.8,Boleto,tv,0
CLI01710,40,23,Padrão,29.90,70,18,2,1.3,"Cartão de Crédito",Mobile,0
CLI01711,45,3,Premium,39.90,66,56,5,3.8,Credito,tv,1
CLI01712,74,23,Padrão,29.90,49,187,2,2.3,"Cartão de Crédito",tv,0
CLI01713,25,60,Básico,19.90,54,34,4,3.4,,tv,0
CLI01714,25,16,Básico,19.90,18,159,4,0.2,"Cartão de Crédito",Desktop,0
CLI01715,31,52,Premium,39.90,90,132,5,3.5,PIX,Mobile,1
CLI01716,61,39,Padrão,29.90,83,184,6,4.0,,Mobile,0
CLI01717,73,20,Premium,39.90,77,125,7,0.8,Credito,Desktop,1
CLI01718,37,23,basico,19.90,44,161,6,2.3,Credito,Tablet,1
CLI01719,73,33,PREMIUM,39.90,67,158,4,0.4,Boleto,tv,0
CLI01720,26,12,Básico,19.90,4,156,4,4.0,,mobile,1
CLI01721,50,46,Padrão,29.90,91,90,9,1.1,,mobile,0
CLI01722,68,23,Padrão,29.90,17,161,5,4.6,Credito,tv,1
CLI01723,68,1,Premium,39.90,80,75,1,0.7,Credito,tv,1
CLI01724,21,47,Premium,39.90,98,76,2,2.6,Credito,mobile,0
CLI01725,69,58,Básico,19.90,24,97,0,3.2,Credito,tv,0
CLI01726,75,12,Padrão,29.90,24,66,3,4.1,Débito,Tablet,0
CLI01727,20,33,Padrão,29.90,38,93,9,1.8,Boleto,TV,1
CLI01728,67,58,basico,19.90,74,109,3,0.7,Boleto,Desktop,0
CLI01729,48,39,Premium,39.90,24,28,6,2.3,Boleto,mobile,1
CLI01730,39,55,Premium,39.90,35,113,6,3.8,"Cartão de Crédito",tv,0
CLI01731,47,19,PREMIUM,39.90,82,171,7,1.9,Credito,Mobile,1
CLI01732,24,44,Premium,39.90,66,66,9,3.4,Credito,Mobile,1
CLI01733,41,5,Padrão,29.90,11,170,1,0.6,Credito,Mobile,1
CLI01734,45,5,Padrão,29.90,65,90,5,4.7,Boleto,mobile,1
CLI01735,75,44,basico,19.90,53,138,5,2.4,Credito,Desktop,0
CLI01736,60,28,Básico,19.90,84,172,0,2.4,,Desktop,0
CLI01737,76,46,Padrão,29.90,3,11,5,1.9,Credito,TV,1
CLI01738,74,20,PREMIUM,39.90,47,103,7,0.6,PIX,TV,0
CLI01739,22,10,Básico,19.90,13,175,9,0.3,PIX,mobile,0
CLI01740,47,20,PREMIUM,39.90,91,82,0,1.9,PIX,mobile,1
CLI01741,69,27,Premium,39.90,92,81,7,3.9,"Cartão de Crédito",tv,0
CLI01742,64,56,basico,19.90,91,103,2,0.2,"Cartão de Crédito",Desktop,0
CLI01743,46,56,basico,19.90,39,158,6,3.5,Débito,mobile,0
CLI01744,31,36,basico,19.90,97,115,8,0.2,Boleto,TV,0
CLI01745,44,24,Básico,19.90,39,110,8,4.0,"Cartão de Crédito",tv,1
CLI01746,22,3,Padrão,29.90,71,86,6,1.8,,Tablet,0
CLI01747,32,33,Básico,19.90,27,185,7,2.5,Débito,mobile,0
CLI01748,57,23,PREMIUM,39.90,33,113,0,0.1,,TV,0
CLI01749,53,42,Padrão,29.90,96,151,5,4.5,Credito,Mobile,1
CLI01750,73,41,Premium,39.90,27,160,2,4.0,Credito,mobile,0
CLI01751,30,43,PREMIUM,39.90,20,62,7,4.8,,Desktop,0
CLI01752,52,6,Premium,39.90,70,162,2,1.4,"Cartão de Crédito",TV,0
CLI01753,26,23,Padrão,29.90,94,102,3,3.4,Credito,TV,1
CLI01754,61,26,Básico,19.90,69,100,0,4.9,Débito,Desktop,0
CLI01755,56,3,Premium,39.90,42,139,7,4.4,,mobile,1
CLI01756,30,12,Premium,39.90,15,86,2,0.7,,Desktop,0
CLI01757,45,60,Básico,19.90,50,89,5,2.0,Boleto,TV,0
